23:01:23: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 46] Logger initialized for Command Worker
23:01:26: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:26: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.00), yaw=0.00
23:01:26: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:26: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 63.43
23:01:27: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 0.00, 30.00), yaw=0.00
23:01:27: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:27: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
23:01:27: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 0.00, 30.00), yaw=0.00
23:01:27: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:27: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 116.57
23:01:28: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 0.00, 30.00), yaw=1.57
23:01:28: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:28: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 45.00
23:01:28: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 10.00, 30.00), yaw=1.57
23:01:28: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:28: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 63.43
23:01:29: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 20.00, 30.00), yaw=1.57
23:01:29: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:29: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
23:01:29: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 30.00, 30.00), yaw=3.14
23:01:29: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:29: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 26.57
23:01:30: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 30.00, 30.00), yaw=-3.14
23:01:30: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:30: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 45.00
23:01:30: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 30.00, 30.00), yaw=3.14
23:01:30: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:30: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
23:01:31: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 30.00, 30.00), yaw=-1.57
23:01:31: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:31: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 45.00
23:01:31: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 20.00, 30.00), yaw=-1.57
23:01:31: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:31: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
23:01:32: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 10.00, 30.00), yaw=-1.57
23:01:32: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:32: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 135.00
23:01:32: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.00), yaw=1.57
23:01:32: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:32: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -26.57
23:01:33: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 10.00, 30.00), yaw=1.57
23:01:33: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:33: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
23:01:33: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 20.00, 30.00), yaw=1.57
23:01:33: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:33: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
23:01:34: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 30.00, 30.00), yaw=0.00
23:01:34: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:34: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
23:01:34: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 30.00, 30.00), yaw=0.00
23:01:34: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:34: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
23:01:35: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 30.00, 30.00), yaw=0.00
23:01:35: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:35: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -135.00
23:01:35: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 30.00, 30.00), yaw=-1.57
23:01:35: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:35: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -63.43
23:01:36: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 20.00, 30.00), yaw=-1.57
23:01:36: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:36: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
23:01:36: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 10.00, 30.00), yaw=-1.57
23:01:36: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:36: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -116.57
23:01:37: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 0.00, 30.00), yaw=-3.14
23:01:37: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:37: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
23:01:37: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 0.00, 30.00), yaw=3.14
23:01:37: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:37: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -63.43
23:01:38: [DEBUG] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 87] Queue timeout or error: 
23:01:38: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 0.00, 30.00), yaw=-3.14
23:01:38: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
23:01:38: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
23:01:38: [DEBUG] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 87] Queue timeout or error: 
23:01:38: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 90] Command worker stopped
