22:48:01: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 46] Logger initialized for Command Worker
22:48:07: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:07: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 63.43
22:48:08: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 20.00, 30.00), yaw=1.57
22:48:08: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:08: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
22:48:08: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 30.00, 30.00), yaw=3.14
22:48:08: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:08: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 26.57
22:48:09: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 30.00, 30.00), yaw=-3.14
22:48:09: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:09: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 45.00
22:48:09: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 30.00, 30.00), yaw=3.14
22:48:09: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:09: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
22:48:10: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 30.00, 30.00), yaw=-1.57
22:48:10: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:10: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 45.00
22:48:10: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 20.00, 30.00), yaw=-1.57
22:48:10: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:10: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 90.00
22:48:11: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 10.00, 30.00), yaw=-1.57
22:48:11: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:11: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: 135.00
22:48:11: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 0.00, 30.00), yaw=1.57
22:48:11: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:11: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -26.57
22:48:12: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 10.00, 30.00), yaw=1.57
22:48:12: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:12: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
22:48:12: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 20.00, 30.00), yaw=1.57
22:48:12: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:12: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
22:48:13: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(0.00, 30.00, 30.00), yaw=0.00
22:48:13: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:13: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
22:48:13: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 30.00, 30.00), yaw=0.00
22:48:13: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:13: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
22:48:14: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 30.00, 30.00), yaw=0.00
22:48:14: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:14: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -135.00
22:48:14: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 30.00, 30.00), yaw=-1.57
22:48:14: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:14: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -63.43
22:48:15: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 20.00, 30.00), yaw=-1.57
22:48:15: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:15: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
22:48:15: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 10.00, 30.00), yaw=-1.57
22:48:15: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:15: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -116.57
22:48:16: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(30.00, 0.00, 30.00), yaw=-3.14
22:48:16: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:16: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -45.00
22:48:16: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(20.00, 0.00, 30.00), yaw=3.14
22:48:16: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:16: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -63.43
22:48:17: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 75] Received telemetry: pos=(10.00, 0.00, 30.00), yaw=-3.14
22:48:17: [WARNING] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 99] Current telemetry time_since_boot is None
22:48:17: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command.py | run | 177] CHANGE YAW: -90.00
22:48:17: [DEBUG] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 87] Queue timeout or error: 
22:48:17: [INFO] [C:\Users\Happy\Desktop\WARG Autonomy Bootcamp\autonomy-bootcamp-2025-p2\modules\command\command_worker.py | command_worker | 90] Command worker stopped
